sku,status,old_eur,new_eur,delta_eur,delta_pct,db_slug,title
OC-210,MINOR,671.54,664.64,-6.9,-1,do88-oc-210,"do88 Transmission cooler, BMW M2 M3 M4 G80 G82 G87 (S58)"
WC-440,MINOR,598.13,591.88,-6.25,-1,do88-wc-440,"do88 Auxiliary Radiator, BMW M2 M3 M4 G80 G82 G87 (S58)"
do88-kit215ST,MINOR,381.26,376.74,-4.52,-1.2,do88-do88-kit215st,"Porsche 911 Turbo / Carrera (992) Pressure hoses"
F25-4M,MINOR,347.15,342.98,-4.17,-1.2,do88-f25-4m,"Silicone Hose Blue Flexible 1,0'' (25mm), 4 Meter"
SF25-4M,MINOR,347.15,342.98,-4.17,-1.2,do88-sf25-4m,"Silicone Hose Black Flexible 1,0'' (25mm), 4 Meter"
do88-kit218S,MINOR,312.3,308.49,-3.81,-1.2,do88-do88-kit218s,"Toyota Yaris GR Turbo Inlet hose"
F19-4M,MINOR,309.89,306.15,-3.74,-1.2,do88-f19-4m,"Silicone Hose Blue Flexible 0,75'' (19mm), 4 Meter"
SF15-4M,MINOR,293.63,290.07,-3.56,-1.2,do88-sf15-4m,"Silicone Hose Black Flexible 15mm, 4 Meter"
IR-170S,MINOR,161.22,159.3,-1.92,-1.2,do88-ir-170s,"Toyota Yaris GR Inlet pipe Resonator delete"
F57,MINOR,135.29,133.56,-1.73,-1.3,do88-f57,"Silicone Hose Blue Flexible 2,25'' (57mm)"
SF57,MINOR,135.29,133.56,-1.73,-1.3,do88-sf57,"Silicone Hose Black Flexible 2,25'' (57mm)"
F48,MINOR,122.38,120.9,-1.48,-1.2,do88-f48,"Silicone Hose Blue Flexible 1,875'' (48mm)"
SF48,MINOR,122.38,120.9,-1.48,-1.2,do88-sf48,"Silicone Hose Black Flexible 1,875'' (48mm)"
F51,MINOR,124.98,123.54,-1.44,-1.2,do88-f51,"Silicone Hose Blue Flexible 2,0'' (51mm)"
SF51,MINOR,124.98,123.54,-1.44,-1.2,do88-sf51,"Silicone Hose Black Flexible 2,0'' (51mm)"
F45,MINOR,119.58,118.15,-1.43,-1.2,do88-f45,"Silicone Hose Blue Flexible 1,75'' (45mm)"
SF45,MINOR,119.58,118.15,-1.43,-1.2,do88-sf45,"Silicone Hose Black Flexible 1,75'' (45mm)"
F41,MINOR,116.8,115.4,-1.4,-1.2,do88-f41,"Silicone Hose Blue Flexible 1,625'' (41mm)"
SF41,MINOR,116.8,115.4,-1.4,-1.2,do88-sf41,"Silicone Hose Black Flexible 1,625'' (41mm)"
F38,MINOR,110.94,109.66,-1.28,-1.2,do88-f38,"Silicone Hose Blue Flexible 1,5'' (38mm)"
SF38,MINOR,110.94,109.66,-1.28,-1.2,do88-sf38,"Silicone Hose Black Flexible 1,5'' (38mm)"
F35,MINOR,103.98,102.71,-1.27,-1.2,do88-f35,"Silicone Hose Blue Flexible 1,375'' (35mm)"
SF35,MINOR,103.98,102.71,-1.27,-1.2,do88-sf35,"Silicone Hose Black Flexible 1,375'' (35mm)"
SFS48,MINOR,98.87,97.65,-1.22,-1.2,do88-sfs48,"Silicone Hose Black Flexible smooth 1,875'' (48mm)"
F32,MINOR,98.31,97.1,-1.21,-1.2,do88-f32,"Silicone Hose Blue Flexible 1,25'' (32mm)"
SF32,MINOR,98.31,97.1,-1.21,-1.2,do88-sf32,"Silicone Hose Black Flexible 1,25'' (32mm)"
BFS41,MINOR,94.5,93.35,-1.15,-1.2,do88-bfs41,"Silicone Hose Blue Flexible smooth 1,625'' (41mm)"
SFS41,MINOR,94.5,93.35,-1.15,-1.2,do88-sfs41,"Silicone Hose Black Flexible smooth 1,625'' (41mm)"
F22,MINOR,88.74,87.6,-1.14,-1.3,do88-f22,"Silicone Hose Blue Flexible 0,875'' (22mm)"
F30,MINOR,96.92,95.78,-1.14,-1.2,do88-f30,"Silicone Hose Blue Flexible 1,18'' (30mm)"
SF22,MINOR,88.74,87.6,-1.14,-1.3,do88-sf22,"Silicone Hose Black Flexible 0,875'' (22mm)"
SF30,MINOR,96.92,95.78,-1.14,-1.2,do88-sf30,"Silicone Hose Black Flexible 1,18'' (30mm)"
F28,MINOR,94.13,93.03,-1.1,-1.2,do88-f28,"Silicone Hose Blue Flexible 1,125'' (28mm)"
SF28,MINOR,94.13,93.03,-1.1,-1.2,do88-sf28,"Silicone Hose Black Flexible 1,125'' (28mm)"
BFS35,MINOR,88.46,87.4,-1.06,-1.2,do88-bfs35,"Silicone Hose Blue Flexible smooth 1,375'' (35mm)"
SFS35,MINOR,88.46,87.4,-1.06,-1.2,do88-sfs35,"Silicone Hose Black Flexible smooth 1,375'' (35mm)"
F25,MINOR,91.43,90.38,-1.05,-1.1,do88-f25,"Silicone Hose Blue Flexible 1,0'' (25mm)"
SF25,MINOR,91.43,90.38,-1.05,-1.1,do88-sf25,"Silicone Hose Black Flexible 1,0'' (25mm)"
BFS32,MINOR,84.46,83.42,-1.04,-1.2,do88-bfs32,"Silicone Hose Blue Flexible smooth 1,25'' (32mm)"
BFS38,MINOR,91.53,90.49,-1.04,-1.1,do88-bfs38,"Silicone Hose Blue Flexible smooth 1,5'' (38mm)"
BFS45,MINOR,84.46,83.42,-1.04,-1.2,do88-bfs45,"Silicone Hose Blue Flexible smooth 1,75'' (45mm)"
SFS32,MINOR,84.46,83.42,-1.04,-1.2,do88-sfs32,"Silicone Hose Black Flexible smooth 1,25'' (32mm)"
SFS38,MINOR,91.53,90.49,-1.04,-1.1,do88-sfs38,"Silicone Hose Black Flexible smooth 1,5'' (38mm)"
SFS45,MINOR,84.46,83.42,-1.04,-1.2,do88-sfs45,"Silicone Hose Black Flexible smooth 1,75'' (45mm)"
BFS30,MINOR,78.33,77.36,-0.97,-1.2,do88-bfs30,"Silicone Hose Blue Flexible smooth 1,18'' (30mm)"
SFS30,MINOR,78.33,77.36,-0.97,-1.2,do88-sfs30,"Silicone Hose Black Flexible smooth 1,18'' (30mm)"
F13,MINOR,74.15,73.19,-0.96,-1.3,do88-f13,"Silicone Hose Blue Flexible 0,5'' (13mm)"
SF13,MINOR,74.15,73.19,-0.96,-1.3,do88-sf13,"Silicone Hose Black Flexible 0,5'' (13mm)"
F16,MINOR,77.31,76.36,-0.95,-1.2,do88-f16,"Silicone Hose Blue Flexible 0,625'' (16mm)"
SF16,MINOR,77.31,76.36,-0.95,-1.2,do88-sf16,"Silicone Hose Black Flexible 0,625'' (16mm)"
F19,MINOR,81.49,80.56,-0.93,-1.1,do88-f19,"Silicone Hose Blue Flexible 0,75'' (19mm)"
SF19,MINOR,81.49,80.56,-0.93,-1.1,do88-sf19,"Silicone Hose Black Flexible 0,75'' (19mm)"
BFS28,MINOR,74.99,74.08,-0.91,-1.2,do88-bfs28,"Silicone Hose Blue Flexible smooth 1,125'' (28mm)"
SFS28,MINOR,74.99,74.08,-0.91,-1.2,do88-sfs28,"Silicone Hose Black Flexible smooth 1,125'' (28mm)"
BLB90G63,MINOR,69.78,68.89,-0.89,-1.3,do88-blb90g63,"Silicone Hose Blue 90 degree long leg 2,5'' (63mm)"
SLB90G63,MINOR,69.78,68.89,-0.89,-1.3,do88-slb90g63,"Silicone Hose Black 90 degree long leg 2,5'' (63mm)"
BLB90G70,MINOR,76.93,76.05,-0.88,-1.1,do88-blb90g70,"Silicone Hose Blue 90 degree long leg 2,75'' (70mm)"
SLB90G70,MINOR,76.93,76.05,-0.88,-1.1,do88-slb90g70,"Silicone Hose Black 90 degree long leg 2,75'' (70mm)"
B180G102,MINOR,72.85,71.99,-0.86,-1.2,do88-b180g102,"Silicone Hose Blue 180 degree 4'' (102mm)"
SB180G102,MINOR,72.85,71.99,-0.86,-1.2,do88-sb180g102,"Silicone Hose Black 180 degree 4'' (102mm)"
SCOB76,MINOR,64.11,63.25,-0.86,-1.3,do88-scob76,"Cobra head 3"
B180G108,MINOR,73.04,72.21,-0.83,-1.1,do88-b180g108,"Silicone Hose Blue 180 degree 4,25'' (108mm)"
SB180G108,MINOR,73.04,72.21,-0.83,-1.1,do88-sb180g108,"Silicone Hose Black 180 degree 4,25'' (108mm)"
B135G108,MINOR,65.14,64.36,-0.78,-1.2,do88-b135g108,"Silicone Hose Blue 135 degree 4,25'' (108mm)"
B25G108,MINOR,65.14,64.36,-0.78,-1.2,do88-b25g108,"Silicone Hose Blue 25 degree 4,25'' (108mm)"
B60G108,MINOR,65.14,64.36,-0.78,-1.2,do88-b60g108,"Silicone Hose Blue 60 degree 4,25'' (108mm)"
SB135G108,MINOR,65.14,64.36,-0.78,-1.2,do88-sb135g108,"Silicone Hose Black 135 degree 4,25'' (108mm)"
SB25G108,MINOR,65.14,64.36,-0.78,-1.2,do88-sb25g108,"Silicone Hose Black 25 degree 4,25'' (108mm)"
SB60G108,MINOR,65.14,64.36,-0.78,-1.2,do88-sb60g108,"Silicone Hose Black 60 degree 4,25'' (108mm)"
BR25G76-102,MINOR,59.28,58.52,-0.76,-1.3,do88-br25g76-102,"Silicone Hose Blue 25 degree 3 - 4'' (76 - 102mm)"
BR60G76-102,MINOR,59.28,58.52,-0.76,-1.3,do88-br60g76-102,"Silicone Hose Blue 60 degree 3 - 4'' (76 - 102mm)"
SBR25G76-102,MINOR,59.28,58.52,-0.76,-1.3,do88-sbr25g76-102,"Silicone Hose Black 25 degree 3 - 4'' (76 - 102mm)"
SBR60G76-102,MINOR,59.28,58.52,-0.76,-1.3,do88-sbr60g76-102,"Silicone Hose Black 60 degree 3 - 4'' (76 - 102mm)"
BFS25,MINOR,65.78,65.03,-0.75,-1.1,do88-bfs25,"Silicone Hose Blue Flexible smooth 1,0'' (25mm)"
SFS25,MINOR,65.78,65.03,-0.75,-1.1,do88-sfs25,"Silicone Hose Black Flexible smooth 1,0'' (25mm)"
B135G102,MINOR,55.85,55.11,-0.74,-1.3,do88-b135g102,"Silicone Hose Blue 135 degree 4'' (102mm)"
B25G102,MINOR,55.85,55.11,-0.74,-1.3,do88-b25g102,"Silicone Hose Blue 25 degree 4'' (102mm)"
B60G102,MINOR,55.85,55.11,-0.74,-1.3,do88-b60g102,"Silicone Hose Blue 60 degree 4'' (102mm)"
BLB90G57,MINOR,63.56,62.82,-0.74,-1.2,do88-blb90g57,"Silicone Hose Blue 90 degree long leg 2,25'' (57mm)"
BLB90G60,MINOR,66.43,65.69,-0.74,-1.1,do88-blb90g60,"Silicone Hose Blue 90 degree long leg 2,375'' (60mm)"
SB135G102,MINOR,55.85,55.11,-0.74,-1.3,do88-sb135g102,"Silicone Hose Black 135 degree 4'' (102mm)"
SB25G102,MINOR,55.85,55.11,-0.74,-1.3,do88-sb25g102,"Silicone Hose Black 25 degree 4'' (102mm)"
SB60G102,MINOR,55.85,55.11,-0.74,-1.3,do88-sb60g102,"Silicone Hose Black 60 degree 4'' (102mm)"
SCOB63,MINOR,59.38,58.64,-0.74,-1.2,do88-scob63,"Cobra head 2,5"
SLB90G57,MINOR,63.56,62.82,-0.74,-1.2,do88-slb90g57,"Silicone Hose Black 90 degree long leg 2,25'' (57mm)"
SLB90G60,MINOR,66.43,65.69,-0.74,-1.1,do88-slb90g60,"Silicone Hose Black 90 degree long leg 2,375'' (60mm)"
B180G95,MINOR,59.57,58.84,-0.73,-1.2,do88-b180g95,"Silicone Hose Blue 180 degree 3,75'' (95mm)"
B90G108,MINOR,54.73,54,-0.73,-1.3,do88-b90g108,"Silicone Hose Blue 90 degree 4,25'' (108mm)"
SB180G95,MINOR,59.57,58.84,-0.73,-1.2,do88-sb180g95,"Silicone Hose Black 180 degree 3,75'' (95mm)"
SB90G108,MINOR,54.73,54,-0.73,-1.3,do88-sb90g108,"Silicone Hose Black 90 degree 4,25'' (108mm)"
B45G108,MINOR,55.93,55.21,-0.72,-1.3,do88-b45g108,"Silicone Hose Blue 45 degree 4,25'' (108mm)"
SB45G108,MINOR,55.93,55.21,-0.72,-1.3,do88-sb45g108,"Silicone Hose Black 45 degree 4,25'' (108mm)"
BFS22,MINOR,63.75,63.04,-0.71,-1.1,do88-bfs22,"Silicone Hose Blue Flexible smooth 0,875'' (22mm)"
SFS22,MINOR,63.75,63.04,-0.71,-1.1,do88-sfs22,"Silicone Hose Black Flexible smooth 0,875'' (22mm)"
BR25G76-89,MINOR,57.24,56.55,-0.69,-1.2,do88-br25g76-89,"Silicone Hose Blue 25 degree 3 - 3,5'' (76 - 89mm)"
BR60G76-89,MINOR,57.24,56.55,-0.69,-1.2,do88-br60g76-89,"Silicone Hose Blue 60 degree 3 - 3,5'' (76 - 89mm)"
SBR25G76-89,MINOR,57.24,56.55,-0.69,-1.2,do88-sbr25g76-89,"Silicone Hose Black 25 degree 3 - 3,5'' (76 - 89mm)"
SBR60G76-89,MINOR,57.24,56.55,-0.69,-1.2,do88-sbr60g76-89,"Silicone Hose Black 60 degree 3 - 3,5'' (76 - 89mm)"
B180G89,MINOR,58.82,58.14,-0.68,-1.2,do88-b180g89,"Silicone Hose Blue 180 degree 3,5'' (89mm)"
BR25G80-89,MINOR,58.54,57.86,-0.68,-1.2,do88-br25g80-89,"Silicone Hose Blue 25 degree 3,125 - 3,5'' (80-89mm)"
BR60G80-89,MINOR,58.54,57.86,-0.68,-1.2,do88-br60g80-89,"Silicone Hose Blue 60 degree 3,125 - 3,5'' (80-89mm)"
SB180G89,MINOR,58.82,58.14,-0.68,-1.2,do88-sb180g89,"Silicone Hose Black 180 degree 3,5'' (89mm)"
SBR25G80-89,MINOR,58.54,57.86,-0.68,-1.2,do88-sbr25g80-89,"Silicone Hose Black 25 degree 3,125 - 3,5'' (80-89mm)"
SBR60G80-89,MINOR,58.54,57.86,-0.68,-1.2,do88-sbr60g80-89,"Silicone Hose Black 60 degree 3,125 - 3,5'' (80-89mm)"
BLB90G51,MINOR,57.42,56.75,-0.67,-1.2,do88-blb90g51,"Silicone Hose Blue 90 degree long leg 2'' (51mm)"
BR135G76-102,MINOR,58.08,57.41,-0.67,-1.2,do88-br135g76-102,"Silicone Hose Blue 135 degree 3 - 4'' (76-102mm)"
SBR135G76-102,MINOR,58.08,57.41,-0.67,-1.2,do88-sbr135g76-102,"Silicone Hose Black 135 degree 3 - 4'' (76-102mm)"
SLB90G51,MINOR,57.42,56.75,-0.67,-1.2,do88-slb90g51,"Silicone Hose Black 90 degree long leg 2'' (51mm)"
B180G80,MINOR,50.83,50.17,-0.66,-1.3,do88-b180g80,"Silicone Hose Blue 180 degree 3,125'' (80mm)"
SB180G80,MINOR,50.83,50.17,-0.66,-1.3,do88-sb180g80,"Silicone Hose Black 180 degree 3,125'' (80mm)"
BFS13,MINOR,51.66,51.02,-0.64,-1.2,do88-bfs13,"Silicone Hose Blue Flexible smooth 0,5'' (13mm)"
SFS13,MINOR,51.66,51.02,-0.64,-1.2,do88-sfs13,"Silicone Hose Black Flexible smooth 0,5'' (13mm)"
BFS19,MINOR,58.17,57.54,-0.63,-1.1,do88-bfs19,"Silicone Hose Blue Flexible smooth 0,75'' (19mm)"
SFS19,MINOR,58.17,57.54,-0.63,-1.1,do88-sfs19,"Silicone Hose Black Flexible smooth 0,75'' (19mm)"
BR135G76-89,MINOR,51.1,50.48,-0.62,-1.2,do88-br135g76-89,"Silicone Hose Blue 135 degree 3 - 3,5'' (76-89mm)"
SBR135G76-89,MINOR,51.1,50.48,-0.62,-1.2,do88-sbr135g76-89,"Silicone Hose Black 135 degree 3 - 3,5'' (76-89mm)"
B135G95,MINOR,49.99,49.38,-0.61,-1.2,do88-b135g95,"Silicone Hose Blue 135 degree 3,75'' (95mm)"
B25G95,MINOR,49.99,49.38,-0.61,-1.2,do88-b25g95,"Silicone Hose Blue 25 degree 3,75'' (95mm)"
B45G102,MINOR,49.99,49.38,-0.61,-1.2,do88-b45g102,"Silicone Hose Blue 45 degree 4'' (102mm)"
B60G95,MINOR,49.99,49.38,-0.61,-1.2,do88-b60g95,"Silicone Hose Blue 60 degree 3,75'' (95mm)"
SB135G95,MINOR,49.99,49.38,-0.61,-1.2,do88-sb135g95,"Silicone Hose Black 135 degree 3,75'' (95mm)"
SB25G95,MINOR,49.99,49.38,-0.61,-1.2,do88-sb25g95,"Silicone Hose Black 25 degree 3,75'' (95mm)"
SB45G102,MINOR,49.99,49.38,-0.61,-1.2,do88-sb45g102,"Silicone Hose Black 45 degree 4'' (102mm)"
SB60G95,MINOR,49.99,49.38,-0.61,-1.2,do88-sb60g95,"Silicone Hose Black 60 degree 3,75'' (95mm)"
B180G83,MINOR,49.62,49.02,-0.6,-1.2,do88-b180g83,"Silicone Hose Blue 180 degree 3,25'' (83mm)"
SB180G83,MINOR,49.62,49.02,-0.6,-1.2,do88-sb180g83,"Silicone Hose Black 180 degree 3,25'' (83mm)"
SCAC89,MINOR,46.56,45.96,-0.6,-1.3,do88-scac89,"Silicone Hose Black 4-Humps 3,5'' (89mm)"
BFS16,MINOR,53.71,53.12,-0.59,-1.1,do88-bfs16,"Silicone Hose Blue Flexible smooth 0,625'' (16mm)"
BR135G70-80,MINOR,45.43,44.84,-0.59,-1.3,do88-br135g70-80,"Silicone Hose Blue 135 degree 2,75 - 3,125'' (70-80mm)"
SBR135G70-80,MINOR,45.43,44.84,-0.59,-1.3,do88-sbr135g70-80,"Silicone Hose Black 135 degree 2,75 - 3,125'' (70-80mm)"
SFS16,MINOR,53.71,53.12,-0.59,-1.1,do88-sfs16,"Silicone Hose Black Flexible smooth 0,625'' (16mm)"
B180G76,MINOR,47.29,46.71,-0.58,-1.2,do88-b180g76,"Silicone Hose Blue 180 degree 3'' (76mm)"
SB180G76,MINOR,47.29,46.71,-0.58,-1.2,do88-sb180g76,"Silicone Hose Black 180 degree 3'' (76mm)"
BR135G63-76,MINOR,40.79,40.23,-0.56,-1.4,do88-br135g63-76,"Silicone Hose Blue 135 degree 2,5 - 3'' (63-76mm)"
SBR135G63-76,MINOR,40.79,40.23,-0.56,-1.4,do88-sbr135g63-76,"Silicone Hose Black 135 degree 2,5 - 3'' (63-76mm)"
B180G63,MINOR,42.09,41.54,-0.55,-1.3,do88-b180g63,"Silicone Hose Blue 180 degree 2,5'' (63mm)"
B90G102,MINOR,49.15,48.6,-0.55,-1.1,do88-b90g102,"Silicone Hose Blue 90 degree 4'' (102mm)"
SB180G63,MINOR,42.09,41.54,-0.55,-1.3,do88-sb180g63,"Silicone Hose Black 180 degree 2,5'' (63mm)"
SB90G102,MINOR,49.15,48.6,-0.55,-1.1,do88-sb90g102,"Silicone Hose Black 90 degree 4'' (102mm)"
B180G70,MINOR,44.14,43.61,-0.53,-1.2,do88-b180g70,"Silicone Hose Blue 180 degree 2,75'' (70mm)"
B180G73,MINOR,41.72,41.19,-0.53,-1.3,do88-b180g73,"Silicone Hose Blue 180 degree 2,875'' (73mm)"
B90G95,MINOR,42.19,41.66,-0.53,-1.3,do88-b90g95,"Silicone Hose Blue 90 degree 3,75'' (95mm)"
BR135G63-70,MINOR,40.43,39.9,-0.53,-1.3,do88-br135g63-70,"Silicone Hose Blue 135 degree 2,5 - 2,75'' (63-70mm)"
BR45G76-102,MINOR,42.19,41.66,-0.53,-1.3,do88-br45g76-102,"Silicone Hose Blue 45 degree 3 - 4'' (76 - 102mm)"
BR90G76-102,MINOR,42.19,41.66,-0.53,-1.3,do88-br90g76-102,"Silicone Hose Blue 90 degree 3 - 4'' (76 - 102mm)"
SB180G70,MINOR,44.14,43.61,-0.53,-1.2,do88-sb180g70,"Silicone Hose Black 180 degree 2,75'' (70mm)"
SB180G73,MINOR,41.72,41.19,-0.53,-1.3,do88-sb180g73,"Silicone Hose Black 180 degree 2,875'' (73mm)"
SB90G95,MINOR,42.19,41.66,-0.53,-1.3,do88-sb90g95,"Silicone Hose Black 90 degree 3,75'' (95mm)"
SBR135G63-70,MINOR,40.43,39.9,-0.53,-1.3,do88-sbr135g63-70,"Silicone Hose Black 135 degree 2,5 - 2,75'' (63-70mm)"
SBR45G76-102,MINOR,42.19,41.66,-0.53,-1.3,do88-sbr45g76-102,"Silicone Hose Black 45 degree 3 - 4'' (76 - 102mm)"
SBR90G76-102,MINOR,42.19,41.66,-0.53,-1.3,do88-sbr90g76-102,"Silicone Hose Black 90 degree 3 - 4'' (76 - 102mm)"
B135G83,MINOR,41.72,41.21,-0.51,-1.2,do88-b135g83,"Silicone Hose Blue 135 degree 3,25'' (83mm)"
B25G83,MINOR,41.72,41.21,-0.51,-1.2,do88-b25g83,"Silicone Hose Blue 25 degree 3,25'' (83mm)"
B60G83,MINOR,41.72,41.21,-0.51,-1.2,do88-b60g83,"Silicone Hose Blue 60 degree 3,25'' (83mm)"
BR135G70-76,MINOR,42.84,42.33,-0.51,-1.2,do88-br135g70-76,"Silicone Hose Blue 135 degree 2,75 - 3'' (70-76mm)"
BR45G80-102,MINOR,42.84,42.33,-0.51,-1.2,do88-br45g80-102,"Silicone Hose Blue 45 degree 3,125 - 4'' (80-102mm)"
BR90G80-102,MINOR,42.84,42.33,-0.51,-1.2,do88-br90g80-102,"Silicone Hose Blue 90 degree 3,125 - 4'' (80-102mm)"
SB135G83,MINOR,41.72,41.21,-0.51,-1.2,do88-sb135g83,"Silicone Hose Black 135 degree 3,25'' (83mm)"
SB25G83,MINOR,41.72,41.21,-0.51,-1.2,do88-sb25g83,"Silicone Hose Black 25 degree 3,25'' (83mm)"
SB60G83,MINOR,41.72,41.21,-0.51,-1.2,do88-sb60g83,"Silicone Hose Black 60 degree 3,25'' (83mm)"
SBR135G70-76,MINOR,42.84,42.33,-0.51,-1.2,do88-sbr135g70-76,"Silicone Hose Black 135 degree 2,75 - 3'' (70-76mm)"
SBR45G80-102,MINOR,42.84,42.33,-0.51,-1.2,do88-sbr45g80-102,"Silicone Hose Black 45 degree 3,125 - 4'' (80-102mm)"
SBR90G80-102,MINOR,42.84,42.33,-0.51,-1.2,do88-sbr90g80-102,"Silicone Hose Black 90 degree 3,125 - 4'' (80-102mm)"
SCAC76,MINOR,40.51,40,-0.51,-1.3,do88-scac76,"Silicone Hose Black 4-Humps 3'' (76mm)"
B45G83,MINOR,35.77,35.27,-0.5,-1.4,do88-b45g83,"Silicone Hose Blue 45 degree 3,25'' (83mm)"
BR135G51-57,MINOR,35.77,35.27,-0.5,-1.4,do88-br135g51-57,"Silicone Hose Blue 135 degree 2 - 2,25'' (51-57mm)"
RB45G83,MINOR,35.77,35.27,-0.5,-1.4,do88-rb45g83,"Silicone Hose Red 45 degree 3,25'' (83mm)"
SB45G83,MINOR,35.77,35.27,-0.5,-1.4,do88-sb45g83,"Silicone Hose Black 45 degree 3,25'' (83mm)"
SBR135G51-57,MINOR,35.77,35.27,-0.5,-1.4,do88-sbr135g51-57,"Silicone Hose Black 135 degree 2 - 2,25'' (51-57mm)"
SCAC80,MINOR,42.28,41.78,-0.5,-1.2,do88-scac80,"Silicone Hose Black 4-Humps 3,125'' (80mm)"
B135G76,MINOR,35.87,35.38,-0.49,-1.4,do88-b135g76,"Silicone Hose Blue 135 degree 3'' (76mm)"
B25G76,MINOR,35.87,35.38,-0.49,-1.4,do88-b25g76,"Silicone Hose Blue 25 degree 3'' (76mm)"
B60G76,MINOR,35.87,35.38,-0.49,-1.4,do88-b60g76,"Silicone Hose Blue 60 degree 3'' (76mm)"
B60G80,MINOR,40.6,40.11,-0.49,-1.2,do88-b60g80,"Silicone Hose Blue 60 degree 3,125'' (80mm)"
BLB90G41,MINOR,36.98,36.49,-0.49,-1.3,do88-blb90g41,"Silicone Hose Blue 90 degree long leg 1,625'' (41mm)"
BR25G63-89,MINOR,39.49,39,-0.49,-1.2,do88-br25g63-89,"Silicone Hose Blue 25 degree 2,5 - 3,5'' (63-89mm)"
BR45G70-102,MINOR,41.16,40.67,-0.49,-1.2,do88-br45g70-102,"Silicone Hose Blue 45 degree 2,75 - 4'' (70-102mm)"
BR45G80-83,MINOR,36.98,36.49,-0.49,-1.3,do88-br45g80-83,"Silicone Hose Blue 45 degree 3,125 - 3,25'' (80-83mm)"
BR45G80-89,MINOR,36.98,36.49,-0.49,-1.3,do88-br45g80-89,"Silicone Hose Blue 45 degree 3,125 - 3,5'' (80-89mm)"
BR60G63-89,MINOR,39.49,39,-0.49,-1.2,do88-br60g63-89,"Silicone Hose Blue 60 degree 2,5 - 3,5'' (63-89mm)"
BR90G70-102,MINOR,41.16,40.67,-0.49,-1.2,do88-br90g70-102,"Silicone Hose Blue 90 degree 2,75 - 4'' (70-102mm)"
BR90G80-83,MINOR,36.98,36.49,-0.49,-1.3,do88-br90g80-83,"Silicone Hose Blue 90 degree 3,125 - 3,25'' (80-83mm)"
BR90G80-89,MINOR,36.98,36.49,-0.49,-1.3,do88-br90g80-89,"Silicone Hose Blue 90 degree 3,125 - 3,5'' (80-89mm)"
RB25G76,MINOR,35.87,35.38,-0.49,-1.4,do88-rb25g76,"Silicone Hose Red 25 degree 3'' (76mm)"
SB135G76,MINOR,35.87,35.38,-0.49,-1.4,do88-sb135g76,"Silicone Hose Black 135 degree 3'' (76mm)"
SB25G76,MINOR,35.87,35.38,-0.49,-1.4,do88-sb25g76,"Silicone Hose Black 25 degree 3'' (76mm)"
SB60G76,MINOR,35.87,35.38,-0.49,-1.4,do88-sb60g76,"Silicone Hose Black 60 degree 3'' (76mm)"
SB60G80,MINOR,40.6,40.11,-0.49,-1.2,do88-sb60g80,"Silicone Hose Black 60 degree 3,125'' (80mm)"
