sku,status,old_eur,new_eur,delta_eur,delta_pct,db_slug,title
B180G108,MINOR,73.04,72.21,-0.83,-1.1,do88-b180g108,"Silicone Hose Blue 180 degree 4,25'' (108mm)"
do88-kit83-3S,MINOR,70.62,69.79,-0.83,-1.2,do88-do88-kit83-3s,"SAAB 9-3 1.9 TiD 04-11 Intercooler inlet hose"
SB180G108,MINOR,73.04,72.21,-0.83,-1.1,do88-sb180g108,"Silicone Hose Black 180 degree 4,25'' (108mm)"
do88-kit189Br,MINOR,70.15,69.33,-0.82,-1.2,do88-do88-kit189br,"AUDI SEAT VW 2.0 TSI (MQB) Coolant hoses Remote Radiator (Right) Blue"
U414500,MINOR,65.32,64.5,-0.82,-1.3,do88-u414500,"Muffler steel Midi 1,75'' (45mm)"
U415129,MINOR,65.32,64.5,-0.82,-1.3,do88-u415129,"Muffler steel Midi 2'' (51mm)"
U237600,MINOR,72.85,72.04,-0.81,-1.1,do88-u237600,"Tailpipe Ellips 76"
U355124,MINOR,67.27,66.46,-0.81,-1.2,do88-u355124,"Muffler steel Small 2'' (51mm)"
48-24717,MINOR,67,66.2,-0.8,-1.2,do88-48-24717,"Fuel filler hose 90 degree 2'' (51mm)"
do88-kit144S,MINOR,64.49,63.69,-0.8,-1.2,do88-do88-kit144s,"Porsche 930 Turbo Vacuum hoses"
do88-kit207S,MINOR,73.31,72.51,-0.8,-1.1,do88-do88-kit207s,"Volvo 740 760 780 940 960 D24 Heater hoses Black"
B135G108,MINOR,65.14,64.36,-0.78,-1.2,do88-b135g108,"Silicone Hose Blue 135 degree 4,25'' (108mm)"
B25G108,MINOR,65.14,64.36,-0.78,-1.2,do88-b25g108,"Silicone Hose Blue 25 degree 4,25'' (108mm)"
B60G108,MINOR,65.14,64.36,-0.78,-1.2,do88-b60g108,"Silicone Hose Blue 60 degree 4,25'' (108mm)"
do88-kit115-1S,MINOR,59.38,58.6,-0.78,-1.3,do88-do88-kit115-1s,"Saab 9-3 TTiD 08-11 Turbo outlet hose"
SB135G108,MINOR,65.14,64.36,-0.78,-1.2,do88-sb135g108,"Silicone Hose Black 135 degree 4,25'' (108mm)"
SB25G108,MINOR,65.14,64.36,-0.78,-1.2,do88-sb25g108,"Silicone Hose Black 25 degree 4,25'' (108mm)"
SB60G108,MINOR,65.14,64.36,-0.78,-1.2,do88-sb60g108,"Silicone Hose Black 60 degree 4,25'' (108mm)"
U456300,MINOR,65.7,64.92,-0.78,-1.2,do88-u456300,"Muffler steel Handy 2,5'' (63mm)"
AL1000-63.5,MINOR,63.46,62.69,-0.77,-1.2,do88-al1000-63-5,"Aluminium pipe 1000mm 2,5' (63mm)"
B45G114,MINOR,64.58,63.81,-0.77,-1.2,do88-b45g114,"Silicone Hose Blue 45 degree 4,5'' (114mm)"
BR25G89-102,MINOR,63.37,62.6,-0.77,-1.2,do88-br25g89-102,"Silicone Hose Blue 25 degree 3,5 - 4'' (89-102mm)"
BR60G89-102,MINOR,63.37,62.6,-0.77,-1.2,do88-br60g89-102,"Silicone Hose Blue 60 degree 3,5 - 4'' (89-102mm)"
do88-kit115-2S,MINOR,61.33,60.56,-0.77,-1.3,do88-do88-kit115-2s,"Saab 9-3 TTiD 08-11 Intercooler inlet hose"
KKK24-Flange,MINOR,64.58,63.81,-0.77,-1.2,do88-kkk24-flange,"Volvo K24 V-band adapter"
BR25G76-102,MINOR,59.28,58.52,-0.76,-1.3,do88-br25g76-102,"Silicone Hose Blue 25 degree 3 - 4'' (76 - 102mm)"
BR60G76-102,MINOR,59.28,58.52,-0.76,-1.3,do88-br60g76-102,"Silicone Hose Blue 60 degree 3 - 4'' (76 - 102mm)"
SBR25G76-102,MINOR,59.28,58.52,-0.76,-1.3,do88-sbr25g76-102,"Silicone Hose Black 25 degree 3 - 4'' (76 - 102mm)"
SBR60G76-102,MINOR,59.28,58.52,-0.76,-1.3,do88-sbr60g76-102,"Silicone Hose Black 60 degree 3 - 4'' (76 - 102mm)"
BFS25,MINOR,65.78,65.03,-0.75,-1.1,do88-bfs25,"Silicone Hose Blue Flexible smooth 1,0'' (25mm)"
RFS25,MINOR,65.78,65.03,-0.75,-1.1,do88-rfs25,"Silicone Hose Red Flexible smooth 1,0'' (25mm)"
SFS25,MINOR,65.78,65.03,-0.75,-1.1,do88-sfs25,"Silicone Hose Black Flexible smooth 1,0'' (25mm)"
48-24712,MINOR,60.77,60.03,-0.74,-1.2,do88-48-24712,"Fuel filler hose 45 degree 2'' (51mm)"
B135G102,MINOR,55.85,55.11,-0.74,-1.3,do88-b135g102,"Silicone Hose Blue 135 degree 4'' (102mm)"
B25G102,MINOR,55.85,55.11,-0.74,-1.3,do88-b25g102,"Silicone Hose Blue 25 degree 4'' (102mm)"
B60G102,MINOR,55.85,55.11,-0.74,-1.3,do88-b60g102,"Silicone Hose Blue 60 degree 4'' (102mm)"
BLB90G57,MINOR,63.56,62.82,-0.74,-1.2,do88-blb90g57,"Silicone Hose Blue 90 degree long leg 2,25'' (57mm)"
BLB90G60,MINOR,66.43,65.69,-0.74,-1.1,do88-blb90g60,"Silicone Hose Blue 90 degree long leg 2,375'' (60mm)"
do88-kit166B,MINOR,63,62.26,-0.74,-1.2,do88-do88-kit166b,"Volvo 240 Turbo 1981-1985 Pressure hoses Blue"
SB135G102,MINOR,55.85,55.11,-0.74,-1.3,do88-sb135g102,"Silicone Hose Black 135 degree 4'' (102mm)"
SB25G102,MINOR,55.85,55.11,-0.74,-1.3,do88-sb25g102,"Silicone Hose Black 25 degree 4'' (102mm)"
SB60G102,MINOR,55.85,55.11,-0.74,-1.3,do88-sb60g102,"Silicone Hose Black 60 degree 4'' (102mm)"
SCOB63,MINOR,59.38,58.64,-0.74,-1.2,do88-scob63,"Cobra head 2,5"
SLB90G57,MINOR,63.56,62.82,-0.74,-1.2,do88-slb90g57,"Silicone Hose Black 90 degree long leg 2,25'' (57mm)"
SLB90G60,MINOR,66.43,65.69,-0.74,-1.1,do88-slb90g60,"Silicone Hose Black 90 degree long leg 2,375'' (60mm)"
B180G95,MINOR,59.57,58.84,-0.73,-1.2,do88-b180g95,"Silicone Hose Blue 180 degree 3,75'' (95mm)"
B90G108,MINOR,54.73,54,-0.73,-1.3,do88-b90g108,"Silicone Hose Blue 90 degree 4,25'' (108mm)"
SB180G95,MINOR,59.57,58.84,-0.73,-1.2,do88-sb180g95,"Silicone Hose Black 180 degree 3,75'' (95mm)"
SB90G108,MINOR,54.73,54,-0.73,-1.3,do88-sb90g108,"Silicone Hose Black 90 degree 4,25'' (108mm)"
B45G108,MINOR,55.93,55.21,-0.72,-1.3,do88-b45g108,"Silicone Hose Blue 45 degree 4,25'' (108mm)"
SB45G108,MINOR,55.93,55.21,-0.72,-1.3,do88-sb45g108,"Silicone Hose Black 45 degree 4,25'' (108mm)"
U056300,MINOR,58.63,57.91,-0.72,-1.2,do88-u056300,"Exhaust compensator steel 2,5'' (63mm)"
BFS22,MINOR,63.75,63.04,-0.71,-1.1,do88-bfs22,"Silicone Hose Blue Flexible smooth 0,875'' (22mm)"
RFS22,MINOR,63.75,63.04,-0.71,-1.1,do88-rfs22,"Silicone Hose Red Flexible smooth 0,875'' (22mm)"
SFS22,MINOR,63.75,63.04,-0.71,-1.1,do88-sfs22,"Silicone Hose Black Flexible smooth 0,875'' (22mm)"
B90G114,MINOR,63.19,62.49,-0.7,-1.1,do88-b90g114,"Silicone Hose Blue 90 degree 4,5'' (114mm)"
BR25G76-89,MINOR,57.24,56.55,-0.69,-1.2,do88-br25g76-89,"Silicone Hose Blue 25 degree 3 - 3,5'' (76 - 89mm)"
BR60G76-89,MINOR,57.24,56.55,-0.69,-1.2,do88-br60g76-89,"Silicone Hose Blue 60 degree 3 - 3,5'' (76 - 89mm)"
do88-kit117-1S,MINOR,63.84,63.15,-0.69,-1.1,do88-do88-kit117-1s,"Volvo V70/XC70/S60/XC90 D5 2.4D 01-05 Turbo outlet hose"
SBR25G76-89,MINOR,57.24,56.55,-0.69,-1.2,do88-sbr25g76-89,"Silicone Hose Black 25 degree 3 - 3,5'' (76 - 89mm)"
SBR60G76-89,MINOR,57.24,56.55,-0.69,-1.2,do88-sbr60g76-89,"Silicone Hose Black 60 degree 3 - 3,5'' (76 - 89mm)"
B180G89,MINOR,58.82,58.14,-0.68,-1.2,do88-b180g89,"Silicone Hose Blue 180 degree 3,5'' (89mm)"
BR25G80-89,MINOR,58.54,57.86,-0.68,-1.2,do88-br25g80-89,"Silicone Hose Blue 25 degree 3,125 - 3,5'' (80-89mm)"
BR60G80-89,MINOR,58.54,57.86,-0.68,-1.2,do88-br60g80-89,"Silicone Hose Blue 60 degree 3,125 - 3,5'' (80-89mm)"
do88-kit194Br,MINOR,58.44,57.76,-0.68,-1.2,do88-do88-kit194br,"Audi RS6 C5 2002-2004 Power steering hose Blue"
RB180G89,MINOR,58.82,58.14,-0.68,-1.2,do88-rb180g89,"Silicone Hose Red 180 degree 3,5'' (89mm)"
SB180G89,MINOR,58.82,58.14,-0.68,-1.2,do88-sb180g89,"Silicone Hose Black 180 degree 3,5'' (89mm)"
SBR25G80-89,MINOR,58.54,57.86,-0.68,-1.2,do88-sbr25g80-89,"Silicone Hose Black 25 degree 3,125 - 3,5'' (80-89mm)"
SBR60G80-89,MINOR,58.54,57.86,-0.68,-1.2,do88-sbr60g80-89,"Silicone Hose Black 60 degree 3,125 - 3,5'' (80-89mm)"
BLB90G51,MINOR,57.42,56.75,-0.67,-1.2,do88-blb90g51,"Silicone Hose Blue 90 degree long leg 2'' (51mm)"
BR135G76-102,MINOR,58.08,57.41,-0.67,-1.2,do88-br135g76-102,"Silicone Hose Blue 135 degree 3 - 4'' (76-102mm)"
SBR135G76-102,MINOR,58.08,57.41,-0.67,-1.2,do88-sbr135g76-102,"Silicone Hose Black 135 degree 3 - 4'' (76-102mm)"
SLB90G51,MINOR,57.42,56.75,-0.67,-1.2,do88-slb90g51,"Silicone Hose Black 90 degree long leg 2'' (51mm)"
U917663,MINOR,48.88,48.21,-0.67,-1.4,do88-u917663,"T-pipe 3'' - 2x2,5'' (76 - 2x63mm)"
AL1000-50,MINOR,55.28,54.62,-0.66,-1.2,do88-al1000-50,"Aluminium pipe 1000mm 2' (51mm)"
B180G80,MINOR,50.83,50.17,-0.66,-1.3,do88-b180g80,"Silicone Hose Blue 180 degree 3,125'' (80mm)"
RB180G80,MINOR,50.83,50.17,-0.66,-1.3,do88-rb180g80,"Silicone Hose Red 180 degree 3,125'' (80mm)"
SB180G80,MINOR,50.83,50.17,-0.66,-1.3,do88-sb180g80,"Silicone Hose Black 180 degree 3,125'' (80mm)"
U235100,MINOR,50.09,49.44,-0.65,-1.3,do88-u235100,"Tailpipe Ellips 51"
BFS13,MINOR,51.66,51.02,-0.64,-1.2,do88-bfs13,"Silicone Hose Blue Flexible smooth 0,5'' (13mm)"
do88-kit210S,MINOR,49.8,49.16,-0.64,-1.3,do88-do88-kit210s,"Volvo 740 760 780 940 960 4-cyl Petrol Heater hoses Black"
RFS13,MINOR,51.66,51.02,-0.64,-1.2,do88-rfs13,"Silicone Hose Red Flexible smooth 0,5'' (13mm)"
SFS13,MINOR,51.66,51.02,-0.64,-1.2,do88-sfs13,"Silicone Hose Black Flexible smooth 0,5'' (13mm)"
BFS19,MINOR,58.17,57.54,-0.63,-1.1,do88-bfs19,"Silicone Hose Blue Flexible smooth 0,75'' (19mm)"
RFS19,MINOR,58.17,57.54,-0.63,-1.1,do88-rfs19,"Silicone Hose Red Flexible smooth 0,75'' (19mm)"
SFS19,MINOR,58.17,57.54,-0.63,-1.1,do88-sfs19,"Silicone Hose Black Flexible smooth 0,75'' (19mm)"
BR135G76-89,MINOR,51.1,50.48,-0.62,-1.2,do88-br135g76-89,"Silicone Hose Blue 135 degree 3 - 3,5'' (76-89mm)"
SBR135G76-89,MINOR,51.1,50.48,-0.62,-1.2,do88-sbr135g76-89,"Silicone Hose Black 135 degree 3 - 3,5'' (76-89mm)"
B135G95,MINOR,49.99,49.38,-0.61,-1.2,do88-b135g95,"Silicone Hose Blue 135 degree 3,75'' (95mm)"
B25G95,MINOR,49.99,49.38,-0.61,-1.2,do88-b25g95,"Silicone Hose Blue 25 degree 3,75'' (95mm)"
B45G102,MINOR,49.99,49.38,-0.61,-1.2,do88-b45g102,"Silicone Hose Blue 45 degree 4'' (102mm)"
B60G95,MINOR,49.99,49.38,-0.61,-1.2,do88-b60g95,"Silicone Hose Blue 60 degree 3,75'' (95mm)"
K905,MINOR,52.41,51.8,-0.61,-1.2,do88-k905,"Mikalor Ear clamp pliers, Front and Side Jaws"
og900-thermo,MINOR,52.96,52.35,-0.61,-1.2,do88-og900-thermo,"SAAB 900 1981-93 Pipe for Thermo switch Air conditioning"
SB135G95,MINOR,49.99,49.38,-0.61,-1.2,do88-sb135g95,"Silicone Hose Black 135 degree 3,75'' (95mm)"
SB25G95,MINOR,49.99,49.38,-0.61,-1.2,do88-sb25g95,"Silicone Hose Black 25 degree 3,75'' (95mm)"
SB45G102,MINOR,49.99,49.38,-0.61,-1.2,do88-sb45g102,"Silicone Hose Black 45 degree 4'' (102mm)"
SB60G95,MINOR,49.99,49.38,-0.61,-1.2,do88-sb60g95,"Silicone Hose Black 60 degree 3,75'' (95mm)"
AL500-89,MINOR,48.13,47.53,-0.6,-1.2,do88-al500-89,"Aluminium pipe 500mm 3,5' (89mm)"
B180G83,MINOR,49.62,49.02,-0.6,-1.2,do88-b180g83,"Silicone Hose Blue 180 degree 3,25'' (83mm)"
do88-kit242S,MINOR,45.91,45.31,-0.6,-1.3,do88-do88-kit242s,"SAAB 9-3 2.8t V6 2006- Expansion tank hose Black"
RB180G83,MINOR,49.62,49.02,-0.6,-1.2,do88-rb180g83,"Silicone Hose Red 180 degree 3,25'' (83mm)"
SB180G83,MINOR,49.62,49.02,-0.6,-1.2,do88-sb180g83,"Silicone Hose Black 180 degree 3,25'' (83mm)"
SCAC89,MINOR,46.56,45.96,-0.6,-1.3,do88-scac89,"Silicone Hose Black 4-Humps 3,5'' (89mm)"
BFS16,MINOR,53.71,53.12,-0.59,-1.1,do88-bfs16,"Silicone Hose Blue Flexible smooth 0,625'' (16mm)"
BR135G70-80,MINOR,45.43,44.84,-0.59,-1.3,do88-br135g70-80,"Silicone Hose Blue 135 degree 2,75 - 3,125'' (70-80mm)"
Hoodie-Grey,MINOR,45.91,45.32,-0.59,-1.3,do88-hoodie-grey,"Grey Hoodie by do88, XL"
RFS16,MINOR,53.71,53.12,-0.59,-1.1,do88-rfs16,"Silicone Hose Red Flexible smooth 0,625'' (16mm)"
SBR135G70-80,MINOR,45.43,44.84,-0.59,-1.3,do88-sbr135g70-80,"Silicone Hose Black 135 degree 2,75 - 3,125'' (70-80mm)"
SFS16,MINOR,53.71,53.12,-0.59,-1.1,do88-sfs16,"Silicone Hose Black Flexible smooth 0,625'' (16mm)"
B180G76,MINOR,47.29,46.71,-0.58,-1.2,do88-b180g76,"Silicone Hose Blue 180 degree 3'' (76mm)"
do88-kit102-4-5S,MINOR,46.27,45.69,-0.58,-1.3,do88-do88-kit102-4-5s,"Volvo V70/XC70/S60/XC90/D5 2.4D 05-14 EGR to intake"
RB180G76,MINOR,47.29,46.71,-0.58,-1.2,do88-rb180g76,"Silicone Hose Red 180 degree 3'' (76mm)"
SB180G76,MINOR,47.29,46.71,-0.58,-1.2,do88-sb180g76,"Silicone Hose Black 180 degree 3'' (76mm)"
U916351,MINOR,44.88,44.3,-0.58,-1.3,do88-u916351,"T-pipe 2,5'' - 2x2'' (63 - 2x51mm)"
U916363,MINOR,44.88,44.3,-0.58,-1.3,do88-u916363,"T-pipe 2,5'' - 2x2,5'' (63 - 2x63mm)"
BR45G89-102,MINOR,45.53,44.96,-0.57,-1.3,do88-br45g89-102,"Silicone Hose Blue 45 degree 3,5 - 4'' (89-102mm)"
BR90G89-102,MINOR,45.53,44.96,-0.57,-1.3,do88-br90g89-102,"Silicone Hose Blue 90 degree 3,5 - 4'' (89 - 102mm)"
U236300,MINOR,52.78,52.21,-0.57,-1.1,do88-u236300,"Tailpipe Ellips 63"
BR135G63-76,MINOR,40.79,40.23,-0.56,-1.4,do88-br135g63-76,"Silicone Hose Blue 135 degree 2,5 - 3'' (63-76mm)"
SBR135G63-76,MINOR,40.79,40.23,-0.56,-1.4,do88-sbr135g63-76,"Silicone Hose Black 135 degree 2,5 - 3'' (63-76mm)"
B180G63,MINOR,42.09,41.54,-0.55,-1.3,do88-b180g63,"Silicone Hose Blue 180 degree 2,5'' (63mm)"
B90G102,MINOR,49.15,48.6,-0.55,-1.1,do88-b90g102,"Silicone Hose Blue 90 degree 4'' (102mm)"
do88-kit83-1S,MINOR,41.44,40.89,-0.55,-1.3,do88-do88-kit83-1s,"SAAB 9-3 1.9 TiD 04-11 Turbo outlet hose"
RB180G63,MINOR,42.09,41.54,-0.55,-1.3,do88-rb180g63,"Silicone Hose Red 180 degree 2,5'' (63mm)"
SB180G63,MINOR,42.09,41.54,-0.55,-1.3,do88-sb180g63,"Silicone Hose Black 180 degree 2,5'' (63mm)"
SB90G102,MINOR,49.15,48.6,-0.55,-1.1,do88-sb90g102,"Silicone Hose Black 90 degree 4'' (102mm)"
U404500,MINOR,46.83,46.28,-0.55,-1.2,do88-u404500,"Muffler steel Micro 1,75'' (45mm)"
U405120,MINOR,46.83,46.28,-0.55,-1.2,do88-u405120,"Muffler steel Micro 2'' (51mm)"
Al500-80,MINOR,45.53,44.99,-0.54,-1.2,do88-al500-80,"Aluminium pipe 500mm 3,125'' (80mm)"
do88-kit118-1-2S,MINOR,42,41.46,-0.54,-1.3,do88-do88-kit118-1-2s,"Volvo V70/XC70/S80/XC60 D5 2.4D 08-09 Resonator housing hoses"
AL500-77,MINOR,41.81,41.28,-0.53,-1.3,do88-al500-77,"Aluminium pipe 500mm 3'' (76mm)"
B180G70,MINOR,44.14,43.61,-0.53,-1.2,do88-b180g70,"Silicone Hose Blue 180 degree 2,75'' (70mm)"
B180G73,MINOR,41.72,41.19,-0.53,-1.3,do88-b180g73,"Silicone Hose Blue 180 degree 2,875'' (73mm)"
B90G95,MINOR,42.19,41.66,-0.53,-1.3,do88-b90g95,"Silicone Hose Blue 90 degree 3,75'' (95mm)"
BR135G63-70,MINOR,40.43,39.9,-0.53,-1.3,do88-br135g63-70,"Silicone Hose Blue 135 degree 2,5 - 2,75'' (63-70mm)"
BR45G76-102,MINOR,42.19,41.66,-0.53,-1.3,do88-br45g76-102,"Silicone Hose Blue 45 degree 3 - 4'' (76 - 102mm)"
BR90G76-102,MINOR,42.19,41.66,-0.53,-1.3,do88-br90g76-102,"Silicone Hose Blue 90 degree 3 - 4'' (76 - 102mm)"
RB180G70,MINOR,44.14,43.61,-0.53,-1.2,do88-rb180g70,"Silicone Hose Red 180 degree 2,75'' (70mm)"
RBR45G76-102,MINOR,42.19,41.66,-0.53,-1.3,do88-rbr45g76-102,"Silicone Hose Red 45 degree 3 - 4'' (76 - 102mm)"
RBR90G76-102,MINOR,42.19,41.66,-0.53,-1.3,do88-rbr90g76-102,"Silicone Hose Red 90 degree 3 - 4'' (76 - 102mm)"
SB180G70,MINOR,44.14,43.61,-0.53,-1.2,do88-sb180g70,"Silicone Hose Black 180 degree 2,75'' (70mm)"
SB180G73,MINOR,41.72,41.19,-0.53,-1.3,do88-sb180g73,"Silicone Hose Black 180 degree 2,875'' (73mm)"
SB90G95,MINOR,42.19,41.66,-0.53,-1.3,do88-sb90g95,"Silicone Hose Black 90 degree 3,75'' (95mm)"
SBR135G63-70,MINOR,40.43,39.9,-0.53,-1.3,do88-sbr135g63-70,"Silicone Hose Black 135 degree 2,5 - 2,75'' (63-70mm)"
SBR45G76-102,MINOR,42.19,41.66,-0.53,-1.3,do88-sbr45g76-102,"Silicone Hose Black 45 degree 3 - 4'' (76 - 102mm)"
SBR90G76-102,MINOR,42.19,41.66,-0.53,-1.3,do88-sbr90g76-102,"Silicone Hose Black 90 degree 3 - 4'' (76 - 102mm)"
B135G83,MINOR,41.72,41.21,-0.51,-1.2,do88-b135g83,"Silicone Hose Blue 135 degree 3,25'' (83mm)"
B25G83,MINOR,41.72,41.21,-0.51,-1.2,do88-b25g83,"Silicone Hose Blue 25 degree 3,25'' (83mm)"
B60G83,MINOR,41.72,41.21,-0.51,-1.2,do88-b60g83,"Silicone Hose Blue 60 degree 3,25'' (83mm)"
BR135G70-76,MINOR,42.84,42.33,-0.51,-1.2,do88-br135g70-76,"Silicone Hose Blue 135 degree 2,75 - 3'' (70-76mm)"
BR45G80-102,MINOR,42.84,42.33,-0.51,-1.2,do88-br45g80-102,"Silicone Hose Blue 45 degree 3,125 - 4'' (80-102mm)"
BR90G80-102,MINOR,42.84,42.33,-0.51,-1.2,do88-br90g80-102,"Silicone Hose Blue 90 degree 3,125 - 4'' (80-102mm)"
RB135G83,MINOR,41.72,41.21,-0.51,-1.2,do88-rb135g83,"Silicone Hose Red 135 degree 3,25'' (83mm)"
SB135G83,MINOR,41.72,41.21,-0.51,-1.2,do88-sb135g83,"Silicone Hose Black 135 degree 3,25'' (83mm)"
SB25G83,MINOR,41.72,41.21,-0.51,-1.2,do88-sb25g83,"Silicone Hose Black 25 degree 3,25'' (83mm)"
SB60G83,MINOR,41.72,41.21,-0.51,-1.2,do88-sb60g83,"Silicone Hose Black 60 degree 3,25'' (83mm)"
SBR135G70-76,MINOR,42.84,42.33,-0.51,-1.2,do88-sbr135g70-76,"Silicone Hose Black 135 degree 2,75 - 3'' (70-76mm)"
SBR45G80-102,MINOR,42.84,42.33,-0.51,-1.2,do88-sbr45g80-102,"Silicone Hose Black 45 degree 3,125 - 4'' (80-102mm)"
SBR90G80-102,MINOR,42.84,42.33,-0.51,-1.2,do88-sbr90g80-102,"Silicone Hose Black 90 degree 3,125 - 4'' (80-102mm)"
SCAC76,MINOR,40.51,40,-0.51,-1.3,do88-scac76,"Silicone Hose Black 4-Humps 3'' (76mm)"
U254500,MINOR,44.32,43.81,-0.51,-1.2,do88-u254500,"Tailpipe Rondo 45"
U256300,MINOR,44.32,43.81,-0.51,-1.2,do88-u256300,"Tailpipe Rondo 63"
B45G83,MINOR,35.77,35.27,-0.5,-1.4,do88-b45g83,"Silicone Hose Blue 45 degree 3,25'' (83mm)"
BR135G51-57,MINOR,35.77,35.27,-0.5,-1.4,do88-br135g51-57,"Silicone Hose Blue 135 degree 2 - 2,25'' (51-57mm)"
RB45G83,MINOR,35.77,35.27,-0.5,-1.4,do88-rb45g83,"Silicone Hose Red 45 degree 3,25'' (83mm)"
SB45G83,MINOR,35.77,35.27,-0.5,-1.4,do88-sb45g83,"Silicone Hose Black 45 degree 3,25'' (83mm)"
SBR135G51-57,MINOR,35.77,35.27,-0.5,-1.4,do88-sbr135g51-57,"Silicone Hose Black 135 degree 2 - 2,25'' (51-57mm)"
SCAC80,MINOR,42.28,41.78,-0.5,-1.2,do88-scac80,"Silicone Hose Black 4-Humps 3,125'' (80mm)"
B135G76,MINOR,35.87,35.38,-0.49,-1.4,do88-b135g76,"Silicone Hose Blue 135 degree 3'' (76mm)"
B25G76,MINOR,35.87,35.38,-0.49,-1.4,do88-b25g76,"Silicone Hose Blue 25 degree 3'' (76mm)"
B60G76,MINOR,35.87,35.38,-0.49,-1.4,do88-b60g76,"Silicone Hose Blue 60 degree 3'' (76mm)"
B60G80,MINOR,40.6,40.11,-0.49,-1.2,do88-b60g80,"Silicone Hose Blue 60 degree 3,125'' (80mm)"
BLB90G41,MINOR,36.98,36.49,-0.49,-1.3,do88-blb90g41,"Silicone Hose Blue 90 degree long leg 1,625'' (41mm)"
BR25G63-89,MINOR,39.49,39,-0.49,-1.2,do88-br25g63-89,"Silicone Hose Blue 25 degree 2,5 - 3,5'' (63-89mm)"
BR45G70-102,MINOR,41.16,40.67,-0.49,-1.2,do88-br45g70-102,"Silicone Hose Blue 45 degree 2,75 - 4'' (70-102mm)"
BR45G80-83,MINOR,36.98,36.49,-0.49,-1.3,do88-br45g80-83,"Silicone Hose Blue 45 degree 3,125 - 3,25'' (80-83mm)"
BR45G80-89,MINOR,36.98,36.49,-0.49,-1.3,do88-br45g80-89,"Silicone Hose Blue 45 degree 3,125 - 3,5'' (80-89mm)"
BR60G63-89,MINOR,39.49,39,-0.49,-1.2,do88-br60g63-89,"Silicone Hose Blue 60 degree 2,5 - 3,5'' (63-89mm)"
BR90G70-102,MINOR,41.16,40.67,-0.49,-1.2,do88-br90g70-102,"Silicone Hose Blue 90 degree 2,75 - 4'' (70-102mm)"
BR90G80-83,MINOR,36.98,36.49,-0.49,-1.3,do88-br90g80-83,"Silicone Hose Blue 90 degree 3,125 - 3,25'' (80-83mm)"
BR90G80-89,MINOR,36.98,36.49,-0.49,-1.3,do88-br90g80-89,"Silicone Hose Blue 90 degree 3,125 - 3,5'' (80-89mm)"
RB135G76,MINOR,35.87,35.38,-0.49,-1.4,do88-rb135g76,"Silicone Hose Red 135 degree 3'' (76mm)"
RB25G76,MINOR,35.87,35.38,-0.49,-1.4,do88-rb25g76,"Silicone Hose Red 25 degree 3'' (76mm)"
SA-16,MINOR,40.6,40.11,-0.49,-1.2,do88-sa-16,"Hose take off 16mm"
SA-19,MINOR,40.6,40.11,-0.49,-1.2,do88-sa-19,"Hose take off 19mm"
SB135G76,MINOR,35.87,35.38,-0.49,-1.4,do88-sb135g76,"Silicone Hose Black 135 degree 3'' (76mm)"
SB25G76,MINOR,35.87,35.38,-0.49,-1.4,do88-sb25g76,"Silicone Hose Black 25 degree 3'' (76mm)"
SB60G76,MINOR,35.87,35.38,-0.49,-1.4,do88-sb60g76,"Silicone Hose Black 60 degree 3'' (76mm)"
SB60G80,MINOR,40.6,40.11,-0.49,-1.2,do88-sb60g80,"Silicone Hose Black 60 degree 3,125'' (80mm)"
SBR25G63-89,MINOR,39.49,39,-0.49,-1.2,do88-sbr25g63-89,"Silicone Hose Black 25 degree 2,5 - 3,5'' (63-89mm)"
SBR45G70-102,MINOR,41.16,40.67,-0.49,-1.2,do88-sbr45g70-102,"Silicone Hose Black 45 degree 2,75 - 4'' (70-102mm)"
SBR45G80-83,MINOR,36.98,36.49,-0.49,-1.3,do88-sbr45g80-83,"Silicone Hose Black 45 degree 3,125 - 3,25'' (80-83mm)"
SBR45G80-89,MINOR,36.98,36.49,-0.49,-1.3,do88-sbr45g80-89,"Silicone Hose Black 45 degree 3,125 - 3,5'' (80-89mm)"
SBR60G63-89,MINOR,39.49,39,-0.49,-1.2,do88-sbr60g63-89,"Silicone Hose Black 60 degree 2,5 - 3,5'' (63-89mm)"
SBR90G70-102,MINOR,41.16,40.67,-0.49,-1.2,do88-sbr90g70-102,"Silicone Hose Black 90 degree 2,75 - 4'' (70-102mm)"
SBR90G80-83,MINOR,36.98,36.49,-0.49,-1.3,do88-sbr90g80-83,"Silicone Hose Black 90 degree 3,125 - 3,25'' (80-83mm)"
SBR90G80-89,MINOR,36.98,36.49,-0.49,-1.3,do88-sbr90g80-89,"Silicone Hose Black 90 degree 3,125 - 3,5'' (80-89mm)"
SLB90G41,MINOR,36.98,36.49,-0.49,-1.3,do88-slb90g41,"Silicone Hose Black 90 degree long leg 1,625'' (41mm)"
B45G95,MINOR,42.92,42.44,-0.48,-1.1,do88-b45g95,"Silicone Hose Blue 45 degree 3,75'' (95mm)"
BR45G83-102,MINOR,44.78,44.3,-0.48,-1.1,do88-br45g83-102,"Silicone Hose Blue 45 degree 3,25 - 4'' (83-102mm)"
BR90G83-102,MINOR,44.78,44.3,-0.48,-1.1,do88-br90g83-102,"Silicone Hose Blue 90 degree 3,25 - 4'' (83-102mm)"
SB45G95,MINOR,42.92,42.44,-0.48,-1.1,do88-sb45g95,"Silicone Hose Black 45 degree 3,75'' (95mm)"
