Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,body (product.metafields.custom.body),brand (product.metafields.custom.brand),custom_price_eur (product.metafields.custom.custom_price_eur),model (product.metafields.custom.model),price_eur (product.metafields.custom.price_eur),vehicle (product.metafields.custom.vehicle),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Дополняющие товары (product.metafields.shopify--discovery--product_recommendation.complementary_products),Сопутствующие товары (product.metafields.shopify--discovery--product_recommendation.related_products),Настройки сопутствующих товаров (product.metafields.shopify--discovery--product_recommendation.related_products_display),Продвижение товаров в поиске (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
urb-whe-26009284-v1,"23"" UC9 - 5x120 - ET32 - глянцевий чорний (L460/L461)","",Urban,,Wheels,"Land Rover, Range Rover Sport L461, Urban Automotive, Wheels",true,Title,Default Title,,,,,,,,URB-WHE-26009284-V1,1000.0,,999,continue,manual,75628.80,,true,true,,,,,100-1167,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_f6a6dfac-062e-4da1-8bc7-e1dbc1cdc9a0.png?v=1770387857,1,Urban Automotive — зображення скоро з'явиться,false,,"23"" UC9 - 5x120 - ET32 - глянцевий чорний (L460/L461). URBAN Automotive для Land Rover Range Rover Sport L461. Офіційний дилер в Україні. Доставка по Україні.",,,,,,,,,,,,,Land Rover,'1010.0,Range Rover Sport L461,1010.0,Land Rover Range Rover Sport L461,,,,,,,kg,,1010.00,active
urb-whe-26009336-v1,"24"" UV6 - (колір/автомобіль/PCD)","",Urban,,Wheels,"Urban Automotive, Wheels",true,Title,Default Title,,,,,,,,URB-WHE-26009336-V1,1000.0,,999,continue,manual,241488.00,,true,true,,,,,100-1279,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_f26f1f35-b4a1-4f07-9c39-6aec19ecb010.png?v=1770387857,1,Urban Automotive — зображення скоро з'явиться,false,,"24"" UV6 - (колір/автомобіль/PCD). URBAN Automotive для Urban Automotive 24"" UV6 - (Colour/Vehicle/PCD). Офіційний дилер в Україні. Доставка по Україні.",,,,,,,,,,,,,Urban Automotive,'3225.0,"24"" UV6 - (Colour/Vehicle/PCD)",3225.0,"Urban Automotive 24"" UV6 - (Colour/Vehicle/PCD)",,,,,,,kg,,3225.00,active
urb-whe-26009334-v1,"24"" UV2 - (колір/автомобіль/PCD)","",Urban,,Wheels,"Urban Automotive, Wheels",true,Title,Default Title,,,,,,,,URB-WHE-26009334-V1,1000.0,,999,continue,manual,241488.00,,true,true,,,,,100-1277,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_e7097d46-115b-438b-890a-81e7b20ef599.png?v=1770387856,1,Urban Automotive — зображення скоро з'явиться,false,,"24"" UV2 - (колір/автомобіль/PCD). URBAN Automotive для Urban Automotive 24"" UV2 - (Colour/Vehicle/PCD). Офіційний дилер в Україні. Доставка по Україні.",,,,,,,,,,,,,Urban Automotive,'3225.0,"24"" UV2 - (Colour/Vehicle/PCD)",3225.0,"Urban Automotive 24"" UV2 - (Colour/Vehicle/PCD)",,,,,,,kg,,3225.00,active
urb-whe-26009339-v1,"23"" UF7 - (колір/транспортний засіб/PCD)","",Urban,,Wheels,"Urban Automotive, Wheels",true,Title,Default Title,,,,,,,,URB-WHE-26009339-V1,1000.0,,999,continue,manual,222019.20,,true,true,,,,,100-1283,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_2210e077-6fba-41d6-b844-ba8acee56dc9.png?v=1770387855,1,Urban Automotive — зображення скоро з'явиться,false,,"23"" UF7 - (колір/транспортний засіб/PCD). URBAN Automotive для Urban Automotive 23"" UF7 - (Colour/Vehicle/PCD). Офіційний дилер в Україні. Доставка по Україні.",,,,,,,,,,,,,Urban Automotive,'2965.0,"23"" UF7 - (Colour/Vehicle/PCD)",2965.0,"Urban Automotive 23"" UF7 - (Colour/Vehicle/PCD)",,,,,,,kg,,2965.00,active
urb-whe-26009366-v1,14X1.50 25мм конічний болт для колеса - чорний,"",Urban,,Wheel nuts,"Urban Automotive, Wheel nuts",true,Title,Default Title,,,,,,,,URB-WHE-26009366-V1,1000.0,,999,continue,manual,5616.00,,true,true,,,,,140-0015,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_3dd86299-3fcc-4a70-a8fd-d0487f67c331.png?v=1770387855,1,Urban Automotive — зображення скоро з'явиться,false,,14X1.50 25мм конічний болт для колеса - чорний. URBAN Automotive для Urban Automotive 14X1.50 25mm Tapered Wheel Bolt - Black. Офіційний дилер в Україні.,,,,,,,,,,,,,Urban Automotive,'75.0,14X1.50 25mm Tapered Wheel Bolt - Black,75.0,Urban Automotive 14X1.50 25mm Tapered Wheel Bolt - Black,,,,,,,kg,,75.00,active
urb-whe-26009325-v1,"24"" UF4 - (колір/транспортний засіб/PCD)","",Urban,,Wheels,"Urban Automotive, Wheels",true,Title,Default Title,,,,,,,,URB-WHE-26009325-V1,1000.0,,999,continue,manual,241488.00,,true,true,,,,,100-1266,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_bd62989c-cc10-4e0e-a7de-ff3e0d0e8435.png?v=1770387854,1,Urban Automotive — зображення скоро з'явиться,false,,"24"" UF4 - (колір/транспортний засіб/PCD). URBAN Automotive для Urban Automotive 24"" UF4 - (Colour/Vehicle/PCD). Офіційний дилер в Україні. Доставка по Україні.",,,,,,,,,,,,,Urban Automotive,'3225.0,"24"" UF4 - (Colour/Vehicle/PCD)",3225.0,"Urban Automotive 24"" UF4 - (Colour/Vehicle/PCD)",,,,,,,kg,,3225.00,active
urb-whe-26009310-v1,"24"" NDS1 - (колір/транспортний засіб/PCD)","",Urban,,Wheels,"Urban Automotive, Wheels",true,Title,Default Title,,,,,,,,URB-WHE-26009310-V1,1000.0,,999,continue,manual,241113.60,,true,true,,,,,100-1250,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_b79465d8-b4d8-4e8d-a4a5-f871f798391d.png?v=1770387854,1,Urban Automotive — зображення скоро з'явиться,false,,"24"" NDS1 - (колір/транспортний засіб/PCD). URBAN Automotive для Urban Automotive 24"" NDS1 - (Colour/Vehicle/PCD). Офіційний дилер в Україні.",,,,,,,,,,,,,Urban Automotive,'3220.0,"24"" NDS1 - (Colour/Vehicle/PCD)",3220.0,"Urban Automotive 24"" NDS1 - (Colour/Vehicle/PCD)",,,,,,,kg,,3220.00,active
urb-hoo-25358201-v1,"Mercedes W465 G-Wagon Aerokit / Широкопрофільний вентильований капот ""бичачий ніс"" з емблемою міста - колір кузова з візуальними вентиляційними отворами з вуглецевого волокна","<p>Капот Mercedes W465 G-Wagon Aerokit Widetrack Vented Bullnose з емблемою Urban розроблений, щоб перетворити ваш G-Class за допомогою агресивного аеродинамічного стилю та покращеного потенціалу охолодження. Розроблений спеціально для платформи W465 G-Wagon, цей капот з вентиляційними отворами забезпечує виразну естетику широкого кузова, зберігаючи при цьому якість монтажу та обробки на рівні OEM.</p><p>Ця преміальна модернізація капота поєднує фарбу, що відповідає кольору кузова, з вражаючими візуальними акцентами з вуглецевого волокна, створюючи ідеальний баланс вишуканості та дизайну, натхненного автоспортом. Конфігурація з вентильованим капотом з заокругленим носом розроблена для поліпшення повітряного потоку під капотом, забезпечуючи при цьому імпозантний вигляд, якого вимагають шанувальники G-Wagon.</p><p><br>Основні характеристики:<br></p><ul>
<li>Покриття в колір кузова з візуальними вентиляційними акцентами з вуглецевого волокна для преміальної естетики</li>
<li>Дизайн з широким носом, розроблений для сумісності з платформою W465 G-Wagon</li>
<li>Точно виготовлена конструкція, створена для довговічності та тривалої експлуатації</li>
<li>Інтегрована емблема Urban для впізнаваності бренду</li>
</ul><p><br>Включає:<br></p><ul>
<li>Вентильований капот з заокругленими краями</li>
<li>Емблема Urban</li>
</ul><p><br>Аеродинамічний комплект найвищої якості. Спроектований інженерами URBAN Automotive ексклюзивно для вимогливих шанувальників G-Wagon.<br></p>",Urban,,Hoods,"G-Class W465, Hoods, Mercedes-Benz, Urban Automotive",true,Title,Default Title,,,,,,,,URB-HOO-25358201-V1,1000.0,,999,continue,manual,554860.80,,true,true,,,,,050-0138,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_16866b84-2f69-422e-a89c-3a7518051522.png?v=1770387853,1,Urban Automotive — зображення скоро з'явиться,false,Mercedes W465 G-Wagon Aerokit / Широкопрофільний вентильований капот,Mercedes W465 G-Wagon Aerokit / Широкопрофільний вентильований. URBAN Automotive для Mercedes-Benz G-Class W465. Офіційний дилер в Україні.,,,,,,,,,,,,"Капот Mercedes W465 G-Wagon Aerokit Widetrack Vented Bullnose з емблемою Urban розроблений, щоб перетворити ваш G-Class за допомогою агресивного аеродинамічного стилю та покращеного потенціалу охолодження. Розроблений спеціально для платформи W465 G-Wagon, цей капот з вентиляційними отворами забезпечує виразну естетику широкого кузова, зберігаючи при цьому якість монтажу та обробки на рівні OEM.Ця преміальна модернізація капота поєднує фарбу, що відповідає кольору кузова, з вражаючими візуальними акцентами з вуглецевого волокна, створюючи ідеальний баланс вишуканості та дизайну, натхненного автоспортом. Конфігурація з вентильованим капотом з заокругленим носом розроблена для поліпшення повітряного потоку під капотом, забезпечуючи при цьому імпозантний вигляд, якого вимагають шанувальники G",Mercedes-Benz,'7410.0,G-Class W465,7410.0,Mercedes-Benz G-Class W465,,,,,,,kg,,7410.00,active
urb-whe-26009247-v1,"22"" UC7 - 5x112 - ET17 - глянцевий чорний - передні (EQC)","",Urban,,Wheels,"EQC, Mercedes-Benz, Urban Automotive, Wheels",true,Title,Default Title,,,,,,,,URB-WHE-26009247-V1,1000.0,,999,continue,manual,58780.80,,true,true,,,,,100-0081,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_7ac16dfd-89c4-4018-82b2-e72164990e22.png?v=1770387853,1,Urban Automotive — зображення скоро з'явиться,false,,"22"" UC7 - 5x112 - ET17 - глянцевий чорний - передні (EQC). URBAN Automotive для Mercedes-Benz EQC. Офіційний дилер в Україні. Доставка по Україні.",,,,,,,,,,,,,Mercedes-Benz,'785.0,EQC,785.0,Mercedes-Benz EQC,,,,,,,kg,,785.00,active
urb-whe-26009231-v1,"20"" UC4 - 5x120 - ET32 - глянцевий чорний - задній (T6.1)","",Urban,,Wheels,"Transporter T6.1, Urban Automotive, Volkswagen, Wheels",true,Title,Default Title,,,,,,,,URB-WHE-26009231-V1,1000.0,,999,continue,manual,33696.00,,true,true,,,,,100-0030,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_beb1a472-5b1e-4363-b8af-69adbf80b1f8.png?v=1770387852,1,Urban Automotive — зображення скоро з'явиться,false,,"20"" UC4 - 5x120 - ET32 - глянцевий чорний - задній (T6.1). URBAN Automotive для Volkswagen Transporter T6.1. Офіційний дилер в Україні. Доставка по Україні.",,,,,,,,,,,,,Volkswagen,'450.0,Transporter T6.1,450.0,Volkswagen Transporter T6.1,,,,,,,kg,,450.00,active
urb-hoo-25358188-v1,Mercedes W463A G-Wagon Softkit / Широкопрофільний капот з вентиляцією - повне візуальне вуглецеве волокно (колір кузова / візуальні вентиляційні отвори надаються за запитом),"<p>Аеродинамічний обвіс Softkit Mercedes W463A G-Wagon / Widetrack Vented Bullnose Bonnet розроблений для того, щоб змінити передній профіль вашого G-Class за допомогою агресивного стилю та покращеного аеродинамічного дизайну. Розроблений для платформи W463A G-Wagon, цей преміальний капот забезпечує виразний зовнішній вигляд, зберігаючи при цьому виняткову якість виготовлення та точне припасування.</p><p>Дизайн капота з вентиляційними отворами є ідеальним поєднанням форми та функціональності, а характерний стиль bullnose визначає сучасну естетику G-Wagon. Повна візуальна конструкція з вуглецевого волокна забезпечує автентичний вигляд матеріалів, що використовуються в автоспорті, а колір кузова та візуальні варіанти вентиляційних отворів надають гнучкість у налаштуванні відповідно до ваших уявлень про конструкцію.</p><p><br>Основні характеристики:<br></p><ul>
<li>Повна візуальна конструкція з вуглецевого волокна з автентичним візерунком плетіння</li>
<li>Точно розроблений для сумісності з шасі W463A G-Wagon</li>
<li>Міцна конструкція, розроблена для довготривалої надійності</li>
<li>Дизайн з вентиляційними отворами та заокругленими краями підкреслює агресивний стиль передньої частини</li>
</ul><p><br>Включає:<br></p><ul>
<li>Вентильований капот з заокругленим носом</li>
<li>Кріпильні деталі та компоненти для монтажу</li>
</ul><p><br>Підкресліть виразність вашого G-Wagon. Створено для вимогливих ентузіастів.<br></p>",Urban,,Hoods,"G-Class W463A, Hoods, Mercedes-Benz, Urban Automotive",true,Title,Default Title,,,,,,,,URB-HOO-25358188-V1,1000.0,,999,continue,manual,586310.40,,true,true,,,,,050-0159,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_1639ae24-e24d-4304-a9c4-2bd36cc508a6.png?v=1770387852,1,Urban Automotive — зображення скоро з'явиться,false,Mercedes W463A G-Wagon Softkit / Широкопрофільний капот з,Mercedes W463A G-Wagon Softkit / Широкопрофільний капот з. URBAN Automotive для Mercedes-Benz G-Class W463A. Офіційний дилер в Україні.,,,,,,,,,,,,"М&#x27;який комплект Mercedes W463A G-Wagon / Widetrack Vented Bullnose Bonnet розроблений для того, щоб змінити передній профіль вашого G-Class за допомогою агресивного стилю та покращеного аеродинамічного дизайну. Розроблений для платформи W463A G-Wagon, цей преміальний капот забезпечує виразний зовнішній вигляд, зберігаючи при цьому виняткову якість виготовлення та точне припасування.Дизайн капота з вентиляційними отворами є ідеальним поєднанням форми та функціональності, а характерний стиль bullnose визначає сучасну естетику G-Wagon. Повна візуальна конструкція з вуглецевого волокна забезпечує автентичний вигляд матеріалів, що використовуються в автоспорті, а колір кузова та візуальні варіанти вентиляційних отворів надають гнучкість у налаштуванні відповідно до ваших уявлень про констр",Mercedes-Benz,'7830.0,G-Class W463A,7830.0,Mercedes-Benz G-Class W463A,,,,,,,kg,,7830.00,active
urb-arc-25358153-v1,Комплект арки Bentley Continental GT PUR Bentley GT Arch Kit,"<p>Комплект аркових накладок Bentley Continental GT PUR Bentley GT Arch Kit розроблений для того, щоб змінити зовнішній вигляд вашого Continental GT. Ця комплексна система поліпшення аркових накладок, розроблена для вимогливих власників Bentley, забезпечує агресивний стиль і вишукану естетику, зберігаючи при цьому розкішний характер автомобіля.</p><p>Комплекти аркових дуг є вершиною індивідуалізації зовнішнього вигляду, пропонуючи вишуканий підхід до поліпшення стійкості та дорожньої присутності вашого Continental GT. Ця ретельно розроблена система забезпечує основу для більш динамічного зовнішнього вигляду, що доповнює властиві Continental GT характеристики продуктивності.</p><p><br>Основні характеристики:<br></p><ul>
<li>Прецизійно розроблені компоненти, призначені для Continental GT</li>
<li>Професійна конструкція, створена для довговічності та міцності</li>
<li>Покращене визначення колісних арок для поліпшення візуального вигляду</li>
<li>Безшовна інтеграція з заводськими лініями та пропорціями кузова</li>
</ul><p><br>Включає:<br></p><ul>
<li>Повний комплект компонентів для поліпшення контурів колісних арок</li>
<li>Професійне кріплення та система монтажу</li>
</ul><p><br>Нове визначення розкішної продуктивності. Створено для шанувальників Continental GT.<br></p>",Urban,,Arches,"Arches, Bentley, Continental GT, Urban Automotive",true,Title,Default Title,,,,,,,,URB-ARC-25358153-V1,1000.0,,999,continue,manual,63648.00,,true,true,,,,,420-0032/33/34/35,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_dd9c2676-99cc-4a89-a0f1-6506db56478f.png?v=1770387851,1,Urban Automotive — зображення скоро з'явиться,false,,Комплект арки Bentley Continental GT PUR Bentley GT Arch Kit. URBAN Automotive для Bentley Continental GT. Офіційний дилер в Україні. Доставка по Україні.,,,,,,,,,,,,"Комплект аркових накладок Bentley Continental GT PUR Bentley GT Arch Kit розроблений для того, щоб змінити зовнішній вигляд вашого Continental GT. Ця комплексна система поліпшення аркових накладок, розроблена для вимогливих власників Bentley, забезпечує агресивний стиль і вишукану естетику, зберігаючи при цьому розкішний характер автомобіля.Комплекти аркових дуг є вершиною індивідуалізації зовнішнього вигляду, пропонуючи вишуканий підхід до поліпшення стійкості та дорожньої присутності вашого Continental GT. Ця ретельно розроблена система забезпечує основу для більш динамічного зовнішнього вигляду, що доповнює властиві Continental GT характеристики продуктивності.Основні характеристики: Прецизійно розроблені компоненти, призначені для Continental GT Професійна конструкція, створена для дов",Bentley,'850.0,Continental GT,850.0,Bentley Continental GT,,,,,,,kg,,850.00,active
urb-acc-25358162-v1,Комплект рейлінгів на дах Volkswagen Transporter T6.1 Black Finish (SWB),"<p>Комплект рейлингов для даху Volkswagen Transporter T6.1 Black Finish (SWB) розроблений для підвищення функціональності та візуальної привабливості вашого комерційного автомобіля. Розроблений для моделей Transporter T6.1 з короткою колісною базою, цей комплект рейлингов для даху забезпечує практичну вантажопідйомність, зберігаючи при цьому витончений профіль, що визначає сучасну естетику комерційних автомобілів.</p><p>Системи рейлингов на даху є необхідними для максимального збільшення вантажопідйомності вашого фургона, забезпечуючи надійні точки кріплення для багажників, вантажних боксів та спеціалізованого обладнання. Цей комплект з чорним покриттям є сучасною альтернативою традиційним яскравим покриттям, доповнюючи темніші теми автомобілів та забезпечуючи більш стриманий професійний вигляд.</p><p><br>Основні характеристики:<br></p><ul>
<li>Міцна конструкція з чорним покриттям, призначена для комерційного використання</li>
<li>Пряме кріплення для моделей Transporter T6.1 SWB</li>
<li>Погодостійкі матеріали, розроблені для довготривалої експлуатації</li>
<li>Елегантний низькопрофільний дизайн, що покращує естетику автомобіля</li>
</ul><p><br>В комплекті:<br></p><ul>
<li>Повний комплект рейлингов</li>
<li>Кріплення та фіксуючі елементи</li>
</ul><p><br>Практичний стиль поєднується з комерційною функціональністю. Створено для T6.1 Transporter.<br></p>",Urban,,Accessories,"Accessories, Transporter, Urban Automotive, Volkswagen",true,Title,Default Title,,,,,,,,URB-ACC-25358162-V1,1000.0,,999,continue,manual,42307.20,,true,true,,,,,490-0022,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_1e0e21ef-1671-40d5-a92b-c3a390b3a0d9.png?v=1770387850,1,Urban Automotive — зображення скоро з'явиться,false,Комплект рейлінгів на дах Volkswagen Transporter T6.1 Black Finish,Комплект рейлінгів на дах Volkswagen Transporter T6.1 Black. URBAN Automotive для Volkswagen Transporter. Офіційний дилер в Україні.,,,,,,,,,,,,"Комплект рейлингов для даху Volkswagen Transporter T6.1 Black Finish (SWB) розроблений для підвищення функціональності та візуальної привабливості вашого комерційного автомобіля. Розроблений для моделей Transporter T6.1 з короткою колісною базою, цей комплект рейлингов для даху забезпечує практичну вантажопідйомність, зберігаючи при цьому витончений профіль, що визначає сучасну естетику комерційних автомобілів.Системи рейлингов на даху є необхідними для максимального збільшення вантажопідйомності вашого фургона, забезпечуючи надійні точки кріплення для багажників, вантажних боксів та спеціалізованого обладнання. Цей комплект з чорним покриттям є сучасною альтернативою традиційним яскравим покриттям, доповнюючи темніші теми автомобілів та забезпечуючи більш стриманий професійний вигляд.Осно",Volkswagen,'565.0,Transporter,565.0,Volkswagen Transporter,,,,,,,kg,,565.00,active
urb-ele-26009342-v1,Штатний датчик TPMS Land Rover,"",Urban,,Electrics,"Electrics, Land Rover, Urban Automotive",true,Title,Default Title,,,,,,,,URB-ELE-26009342-V1,1000.0,,999,continue,manual,2620.80,,true,true,,,,,180-0002,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_d13df2ac-4ba9-4b83-ae6f-62148c5233c7.png?v=1770387849,1,Urban Automotive — зображення скоро з'явиться,false,,Штатний датчик TPMS Land Rover. Оригінальний компонент URBAN Automotive для Land Rover Land Rover. Офіційний дилер в Україні. Доставка по Україні та світу.,,,,,,,,,,,,,Land Rover,'35.0,Land Rover,35.0,Land Rover,,,,,,,kg,,35.00,active
urb-spl-25358156-v1,Передній спліттер Volkswagen MK 8 Golf R - візуальне карбонове волокно з емблемою URBAN,"<p>Передній сплітер Volkswagen MK 8 Golf R - Visual Carbon Fibre з емблемою URBAN розроблений для підкреслення агресивного вигляду та аеродинамічного профілю вашого Golf R. Розроблений для платформи Golf R останнього покоління, цей передній сплітер забезпечує вишукану естетику та покращене управління повітряним потоком, зберігаючи витончений заводський вигляд.</p><p>Виготовлений з високоякісного візуального вуглецевого волокна, цей сплітер перетворює передню частину автомобіля, надаючи їй вигляд, натхненний автоспортом, що доповнює високі технічні характеристики Golf R. Вбудований емблема URBAN забезпечує впізнаваність бренду та виділяє ваш автомобіль серед стандартних конфігурацій.</p><p><br>Основні характеристики:<br></p><ul>
<li>Високоякісна конструкція з візуального вуглецевого волокна для легкої міцності</li>
<li>Конструкція прямого кріплення, розроблена спеціально для передніх бамперів MK 8 Golf R</li>
<li>Вбудована емблема URBAN для впізнаваності бренду</li>
<li>Низькопрофільна конструкція зберігає практичний дорожній просвіт</li>
</ul><p><br>В комплекті:<br></p><ul>
<li>Передній сплітер з візуальним карбоновим покриттям та емблемою URBAN</li>
<li>Повний комплект кріплень та монтажний набір</li>
</ul><p><br>Підвищіть привабливість вашого Golf R. Створено для вимогливих ентузіастів.<br></p>",Urban,,Splitters,"Golf R, Splitters, Urban Automotive, Volkswagen",true,Title,Default Title,,,,,,,,URB-SPL-25358156-V1,1000.0,,999,continue,manual,93974.40,,true,true,,,,,490-0005,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_93f7c25c-0b6d-4d84-a541-2ba3211b5fa1.png?v=1770387849,1,Urban Automotive — зображення скоро з'явиться,false,Передній спліттер Volkswagen MK 8 Golf R - візуальне карбонове,Передній спліттер Volkswagen MK 8 Golf R - візуальне карбонове. URBAN Automotive для Volkswagen Golf R. Офіційний дилер в Україні.,,,,,,,,,,,,"Передній сплітер Volkswagen MK 8 Golf R - Visual Carbon Fibre з емблемою URBAN розроблений для підкреслення агресивного вигляду та аеродинамічного профілю вашого Golf R. Розроблений для платформи Golf R останнього покоління, цей передній сплітер забезпечує вишукану естетику та покращене управління повітряним потоком, зберігаючи витончений заводський вигляд.Виготовлений з високоякісного візуального вуглецевого волокна, цей сплітер перетворює передню частину автомобіля, надаючи їй вигляд, натхненний автоспортом, що доповнює високі технічні характеристики Golf R. Вбудований емблема URBAN забезпечує впізнаваність бренду та виділяє ваш автомобіль серед стандартних конфігурацій.Основні характеристики: Високоякісна конструкція з візуального вуглецевого волокна для легкої міцності Конструкція прям",Volkswagen,'1255.0,Golf R,1255.0,Volkswagen Golf R,,,,,,,kg,,1255.00,active
urb-flo-25353083-v1,"Набір килимків для підлоги Range Rover L494 URBAN Premium, передній та задній","<p>Комплект килимків Range Rover L494 URBAN Premium розроблений для забезпечення чудового захисту салону та вишуканої естетики. Ця комплексна система захисту підлоги, розроблена для моделей Range Rover L494, забезпечує повне покриття, зберігаючи при цьому розкішний інтер'єр, якого заслуговує ваш автомобіль.</p><p>Килимки преміум-класу необхідні для збереження цінності інтер'єру Range Rover і підтримання його зовнішнього вигляду, як у салоні. Бренд URBAN зосереджується на поєднанні практичного захисту з вишуканим стилем, що доповнює преміум-оснащення салону вашого автомобіля.</p><p><br>Основні характеристики:<br></p><ul>
<li>Високоякісний матеріал, розроблений для розкішних салонів автомобілів</li>
<li>Спеціальна конструкція, розроблена для моделей Range Rover L494</li>
<li>Повне покриття передньої та задньої частини для всебічного захисту салону</li>
<li>Витончена естетика, розроблена для доповнення стилю салону OEM</li>
</ul><p><br>В комплекті<br></p><ul>
<li>Комплект передніх килимків</li>
<li>Комплект задніх килимків</li>
</ul><p><br>Преміум-захист поєднується з розкішним стилем. Створено для Range Rover L494.<br></p>",Urban,,Floor Mats,"Floor Mats, Land Rover, Range Rover Sport L494, Urban Automotive",true,Title,Default Title,,,,,,,,URB-FLO-25353083-V1,1000.0,,999,continue,manual,14976.00,,true,true,,,,,500-1030,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_1b70db85-1bc5-4bac-9e8f-28d389e90931.png?v=1770387848,1,Urban Automotive — зображення скоро з'явиться,false,"Набір килимків для підлоги Range Rover L494 URBAN Premium, передній",Набір килимків для підлоги Range Rover L494 URBAN Premium. URBAN Automotive для Land Rover Range Rover Sport L494. Офіційний дилер в Україні.,,,,,,,,,,,,"Комплект килимків Range Rover L494 URBAN Premium розроблений для забезпечення чудового захисту салону та вишуканої естетики. Ця комплексна система захисту підлоги, розроблена для моделей Range Rover L494, забезпечує повне покриття, зберігаючи при цьому розкішний інтер&#x27;єр, якого заслуговує ваш автомобіль.Килимки преміум-класу необхідні для збереження цінності інтер&#x27;єру Range Rover і підтримання його зовнішнього вигляду, як у салоні. Бренд URBAN зосереджується на поєднанні практичного захисту з вишуканим стилем, що доповнює преміум-оснащення салону вашого автомобіля.Основні характеристики: Високоякісний матеріал, розроблений для розкішних салонів автомобілів Спеціальна конструкція, розроблена для моделей Range Rover L494 Повне покриття передньої та задньої частини для всебічного за",Land Rover,'200.0,Range Rover Sport L494,200.0,Land Rover Range Rover Sport L494,,,,,,,kg,,200.00,active
